지점,지점명,시간,온도,습도,기압
257,양산시,2013/02/25 9:00,3.8,36,1029.7
257,양산시,2013/02/25 10:00,6.5,27,1029.7
257,양산시,2013/02/25 11:00,8.7,22,1029.2
257,양산시,2013/02/25 12:00,10.5,18,1028.9
257,양산시,2013/02/25 13:00,11.2,17,1027.7
257,양산시,2013/02/25 14:00,11.9,16,1026.7
257,양산시,2013/02/25 15:00,12.5,16,1026.1
257,양산시,2013/02/25 16:00,11.4,23,1025.9
257,양산시,2013/02/25 17:00,9.7,29,1026
257,양산시,2013/02/25 18:00,9.2,28,1025.9
257,양산시,2013/02/25 19:00,7.9,33,1026.5
257,양산시,2013/02/25 20:00,5.9,41,1026.9
257,양산시,2013/02/25 21:00,5.7,38,1026.7
257,양산시,2013/02/25 22:00,6,38,1026.9
257,양산시,2013/02/25 23:00,5.6,40,1027.2
257,양산시,2013/02/26 0:00,4.2,45,1026.7
257,양산시,2013/02/26 1:00,4.1,48,1026.2
257,양산시,2013/02/26 2:00,3.7,50,1026
257,양산시,2013/02/26 3:00,3.9,52,1025.6
257,양산시,2013/02/26 4:00,4.6,51,1024.5
257,양산시,2013/02/26 5:00,4.5,52,1024.2
257,양산시,2013/02/26 6:00,5,52,1023.8
257,양산시,2013/02/26 7:00,5.4,51,1023.2
257,양산시,2013/02/26 8:00,5.6,53,1023.4
257,양산시,2013/02/26 9:00,6.4,53,1023.9
257,양산시,2013/02/26 10:00,7,52,1022.9
257,양산시,2013/02/26 11:00,7.1,46,1022.9
257,양산시,2013/02/26 12:00,9.4,47,1021.5
257,양산시,2013/02/26 13:00,10.7,46,1019.7
257,양산시,2013/02/26 14:00,10.8,46,1018.7
257,양산시,2013/02/26 15:00,11,44,1017.8
257,양산시,2013/02/26 16:00,10.9,45,1017.5
257,양산시,2013/02/26 17:00,10.5,49,1017.3
257,양산시,2013/02/26 18:00,10,50,1016.8
257,양산시,2013/02/26 19:00,8.7,53,1016.6
257,양산시,2013/02/26 20:00,7.9,57,1016.2
257,양산시,2013/02/26 21:00,5.7,66,1016.1
257,양산시,2013/02/26 22:00,4.8,67,1016.3
257,양산시,2013/02/26 23:00,3.6,72,1016.2
257,양산시,2013/02/27 0:00,2.9,75,1015.9
257,양산시,2013/02/27 1:00,2.5,76,1015.6
257,양산시,2013/02/27 2:00,1.9,78,1015.3
257,양산시,2013/02/27 3:00,1.6,80,1015.1
257,양산시,2013/02/27 4:00,0.9,81,1015.2
257,양산시,2013/02/27 5:00,1.1,82,1015.2
257,양산시,2013/02/27 6:00,0.8,82,1015.3
257,양산시,2013/02/27 7:00,0.9,82,1015.9
257,양산시,2013/02/27 8:00,1,82,1016.5
257,양산시,2013/02/27 9:00,4,73,1016.9
257,양산시,2013/02/27 10:00,8.5,55,1016.6
257,양산시,2013/02/27 11:00,11.8,36,1016.1
257,양산시,2013/02/27 12:00,13.2,34,1015.9
257,양산시,2013/02/27 13:00,14.2,29,1015.2
257,양산시,2013/02/27 14:00,16.5,24,1014.6
257,양산시,2013/02/27 15:00,17.3,19,1014.4
257,양산시,2013/02/27 16:00,16.9,16,1014.6
257,양산시,2013/02/27 17:00,16,17,1014.9
257,양산시,2013/02/27 18:00,14.6,18,1015.4
257,양산시,2013/02/27 19:00,10.2,37,1016
257,양산시,2013/02/27 20:00,8.3,46,1016.3
257,양산시,2013/02/27 21:00,7.1,46,1017
257,양산시,2013/02/27 22:00,6.2,49,1017.9
257,양산시,2013/02/27 23:00,5.6,47,1018.2
257,양산시,2013/02/28 0:00,4.3,53,1018.4
257,양산시,2013/02/28 1:00,4.3,56,1018.8
257,양산시,2013/02/28 2:00,3.2,60,1019.1
257,양산시,2013/02/28 3:00,2.4,62,1019.1
257,양산시,2013/02/28 4:00,2.2,61,1019.2
257,양산시,2013/02/28 5:00,3.5,52,1019.3
257,양산시,2013/02/28 6:00,1.6,65,1019.1
257,양산시,2013/02/28 7:00,2.4,55,1019
257,양산시,2013/02/28 8:00,2.6,54,1018.7
257,양산시,2013/02/28 9:00,6,44,1019
257,양산시,2013/02/28 10:00,9.8,32,1018.5
257,양산시,2013/02/28 11:00,12.7,23,1018.5
257,양산시,2013/02/28 12:00,15,26,1018.5
257,양산시,2013/02/28 13:00,15.8,25,1017.1
257,양산시,2013/02/28 14:00,16.7,22,1016.3
257,양산시,2013/02/28 15:00,15.9,20,1016.1
257,양산시,2013/02/28 16:00,15.9,24,1015.3
257,양산시,2013/02/28 17:00,14.5,23,1015.4
257,양산시,2013/02/28 18:00,13,36,1014.7
257,양산시,2013/02/28 19:00,10.9,54,1014.8
257,양산시,2013/02/28 20:00,8.8,49,1014.5
257,양산시,2013/02/28 21:00,7.3,48,1014
257,양산시,2013/02/28 22:00,6.7,51,1013.9
257,양산시,2013/02/28 23:00,7.1,58,1013.4
257,양산시,2013/03/01 0:00,7.5,59,1012.3
257,양산시,2013/03/01 1:00,9.4,54,1012.2
257,양산시,2013/03/01 2:00,10.6,61,1010.1
257,양산시,2013/03/01 3:00,11.8,81,1008.6
257,양산시,2013/03/01 4:00,11,83,1008.1
257,양산시,2013/03/01 5:00,11.4,83,1006.7
257,양산시,2013/03/01 6:00,12,85,1006.5
257,양산시,2013/03/01 7:00,11.5,85,1006.3
257,양산시,2013/03/01 8:00,12.4,80,1006.6
257,양산시,2013/03/01 9:00,12.3,70,1007.6
257,양산시,2013/03/01 10:00,12.2,60,1007.3
257,양산시,2013/03/01 11:00,12,60,1007.9
257,양산시,2013/03/01 12:00,11.9,54,1008.1
257,양산시,2013/03/01 13:00,11.7,42,1008.3
257,양산시,2013/03/01 14:00,13.2,31,1007.8
257,양산시,2013/03/01 15:00,13.8,24,1008.4
257,양산시,2013/03/01 16:00,11.7,24,1010
257,양산시,2013/03/01 17:00,10.3,24,1011.2
257,양산시,2013/03/01 18:00,8.5,24,1012.5
257,양산시,2013/03/01 19:00,6.9,19,1013.7
257,양산시,2013/03/01 20:00,5.7,21,1015
257,양산시,2013/03/01 21:00,4.8,23,1016.3
257,양산시,2013/03/01 22:00,3.2,31,1017
257,양산시,2013/03/01 23:00,2.6,33,1018
257,양산시,2013/03/02 0:00,1.7,36,1018.9
257,양산시,2013/03/02 1:00,1,42,1019.9
257,양산시,2013/03/02 2:00,0.4,45,1020.5
257,양산시,2013/03/02 3:00,-0.1,45,1020.9
257,양산시,2013/03/02 4:00,-0.3,45,1021.4
257,양산시,2013/03/02 5:00,-0.7,46,1022
257,양산시,2013/03/02 6:00,-1,48,1022.8
257,양산시,2013/03/02 7:00,-1,48,1023.4
257,양산시,2013/03/02 8:00,-0.7,47,1024.2
257,양산시,2013/03/02 9:00,0.6,43,1025.1
257,양산시,2013/03/02 10:00,1.8,42,1025.4
257,양산시,2013/03/02 11:00,3.5,37,1025.3
257,양산시,2013/03/02 12:00,4.8,34,1024.9
257,양산시,2013/03/02 13:00,6.9,31,1023.9
257,양산시,2013/03/02 14:00,7.6,30,1023.2
257,양산시,2013/03/02 15:00,8,28,1022.7
257,양산시,2013/03/02 16:00,8.7,25,1022.4
257,양산시,2013/03/02 17:00,8.4,25,1022.5
257,양산시,2013/03/02 18:00,6.5,35,1023.3
257,양산시,2013/03/02 19:00,5,41,1023.9
257,양산시,2013/03/02 20:00,3.9,45,1024.9
257,양산시,2013/03/02 21:00,2.9,49,1025.1
257,양산시,2013/03/02 22:00,2.4,53,1025
257,양산시,2013/03/02 23:00,2.1,52,1025.1
257,양산시,2013/03/03 0:00,1.1,57,1025.2
257,양산시,2013/03/03 1:00,0.5,60,1024.7
257,양산시,2013/03/03 2:00,-0.3,62,1024.8
257,양산시,2013/03/03 3:00,-0.9,64,1024.2
257,양산시,2013/03/03 4:00,-1.2,66,1023.5
257,양산시,2013/03/03 5:00,-1.3,65,1023.4
257,양산시,2013/03/03 6:00,-0.7,59,1023
257,양산시,2013/03/03 7:00,-1.3,60,1022.9
257,양산시,2013/03/03 8:00,-0.6,63,1023.3
257,양산시,2013/03/03 9:00,1.5,52,1022.9
257,양산시,2013/03/03 10:00,4.3,38,1022.2
257,양산시,2013/03/03 11:00,6.5,23,1021.3
257,양산시,2013/03/03 12:00,7.5,18,1020.6
257,양산시,2013/03/03 13:00,9.1,19,1019.6
257,양산시,2013/03/03 14:00,10.7,18,1018.4
257,양산시,2013/03/03 15:00,10.2,18,1017.7
257,양산시,2013/03/03 16:00,10.6,17,1017.5
257,양산시,2013/03/03 17:00,10.3,17,1017.5
257,양산시,2013/03/03 18:00,9.3,18,1018.1
257,양산시,2013/03/03 19:00,7.2,24,1018.4
257,양산시,2013/03/03 20:00,4.9,28,1018.7
257,양산시,2013/03/03 21:00,3.4,33,1019
257,양산시,2013/03/03 22:00,3.1,33,1019.4
257,양산시,2013/03/03 23:00,2.3,40,1019.9
257,양산시,2013/03/04 0:00,2,39,1019.9
257,양산시,2013/03/04 1:00,0.7,44,1019.8
257,양산시,2013/03/04 2:00,2.1,38,1019.8
257,양산시,2013/03/04 3:00,1.6,49,1019.2
257,양산시,2013/03/04 4:00,2.5,40,1019
257,양산시,2013/03/04 5:00,1.3,45,1018.9
257,양산시,2013/03/04 6:00,0.7,54,1019.2
257,양산시,2013/03/04 7:00,1.6,42,1019.2
257,양산시,2013/03/04 8:00,1.2,50,1019.7
257,양산시,2013/03/04 9:00,3.4,47,1019.8
257,양산시,2013/03/04 10:00,6,31,1019.5
257,양산시,2013/03/04 11:00,7.6,28,1019
257,양산시,2013/03/04 12:00,8.9,26,1018.6
257,양산시,2013/03/04 13:00,10.5,26,1017.9
257,양산시,2013/03/04 14:00,11.4,25,1017.1
257,양산시,2013/03/04 15:00,12.1,24,1016.7
257,양산시,2013/03/04 16:00,12.2,25,1016.8
257,양산시,2013/03/04 17:00,11.6,30,1016.8
257,양산시,2013/03/04 18:00,10.4,38,1017.2
257,양산시,2013/03/04 19:00,11.2,22,1018.1
257,양산시,2013/03/04 20:00,10.3,24,1019.3
257,양산시,2013/03/04 21:00,9.6,27,1020
257,양산시,2013/03/04 22:00,7.1,31,1021
257,양산시,2013/03/04 23:00,5.7,40,1021.7
257,양산시,2013/03/05 0:00,6.3,34,1022.4
257,양산시,2013/03/05 1:00,6.3,33,1022.8
257,양산시,2013/03/05 2:00,3.9,39,1023.2
257,양산시,2013/03/05 3:00,3.2,41,1023.2
257,양산시,2013/03/05 4:00,2.1,48,1023.1
257,양산시,2013/03/05 5:00,1.3,51,1023.4
257,양산시,2013/03/05 6:00,0.4,57,1024.3
257,양산시,2013/03/05 7:00,0.5,58,1024.9
257,양산시,2013/03/05 8:00,1.4,56,1025.5
257,양산시,2013/03/05 9:00,4.4,47,1025.7
257,양산시,2013/03/05 10:00,7.3,35,1025.6
257,양산시,2013/03/05 11:00,9.9,27,1025
257,양산시,2013/03/05 12:00,12.5,20,1024.4
257,양산시,2013/03/05 13:00,13.5,15,1023.5
257,양산시,2013/03/05 14:00,13.1,21,1022.2
257,양산시,2013/03/05 15:00,13.6,24,1021.2
257,양산시,2013/03/05 16:00,13.2,27,1021
257,양산시,2013/03/05 17:00,12.3,31,1020.7
257,양산시,2013/03/05 18:00,11.2,35,1020.5
257,양산시,2013/03/05 19:00,9.6,45,1021
257,양산시,2013/03/05 20:00,9.1,37,1021.5
257,양산시,2013/03/05 21:00,8,40,1021.9
257,양산시,2013/03/05 22:00,6.1,49,1022.2
257,양산시,2013/03/05 23:00,3.4,54,1022.4
257,양산시,2013/03/06 0:00,3.2,61,1022.3
257,양산시,2013/03/06 1:00,3.8,56,1022.2
257,양산시,2013/03/06 2:00,1.9,61,1022.2
257,양산시,2013/03/06 3:00,1.1,64,1021.9
257,양산시,2013/03/06 4:00,2.2,62,1022
257,양산시,2013/03/06 5:00,1.7,65,1022
257,양산시,2013/03/06 6:00,1.6,66,1022.3
257,양산시,2013/03/06 7:00,1.6,67,1022.7
257,양산시,2013/03/06 8:00,2.4,65,1023.2
257,양산시,2013/03/06 9:00,5,56,1023.6
257,양산시,2013/03/06 10:00,7.9,45,1023.6
257,양산시,2013/03/06 11:00,11.4,28,1023.1
257,양산시,2013/03/06 12:00,13.5,26,1022.4
257,양산시,2013/03/06 13:00,15.3,21,1021.6
257,양산시,2013/03/06 14:00,15.8,20,1020.4
257,양산시,2013/03/06 15:00,16.8,21,1019.3
257,양산시,2013/03/06 16:00,16.6,20,1018.8
257,양산시,2013/03/06 17:00,16.2,22,1018.6
257,양산시,2013/03/06 18:00,14.5,28,1018.3
257,양산시,2013/03/06 19:00,12.9,33,1018.6
257,양산시,2013/03/06 20:00,12.5,34,1018.9
257,양산시,2013/03/06 21:00,11.5,46,1019.3
257,양산시,2013/03/06 22:00,9.7,60,1019.4
257,양산시,2013/03/06 23:00,9,57,1019.2
257,양산시,2013/03/07 0:00,7.8,65,1018.6
257,양산시,2013/03/07 1:00,6.6,65,1018.3
257,양산시,2013/03/07 2:00,7.3,71,1017.6
257,양산시,2013/03/07 3:00,6,69,1016.8
257,양산시,2013/03/07 4:00,5.9,71,1015.5
257,양산시,2013/03/07 5:00,7.5,76,1015.3
257,양산시,2013/03/07 6:00,8.8,73,1015.4
257,양산시,2013/03/07 7:00,8.6,67,1015
257,양산시,2013/03/07 8:00,10.6,61,1014.5
257,양산시,2013/03/07 9:00,14,47,1014.2
257,양산시,2013/03/07 10:00,15.4,46,1013.7
257,양산시,2013/03/07 11:00,16.4,47,1013
257,양산시,2013/03/07 12:00,15.4,52,1012.8
257,양산시,2013/03/07 13:00,15.3,57,1011.9
257,양산시,2013/03/07 14:00,13.9,66,1012
257,양산시,2013/03/07 15:00,14.3,72,1009.6
257,양산시,2013/03/07 16:00,14.6,67,1009.9
257,양산시,2013/03/07 17:00,14.5,67,1009.7
257,양산시,2013/03/07 18:00,14.3,66,1009.3
257,양산시,2013/03/07 19:00,13.9,65,1009.7
257,양산시,2013/03/07 20:00,12.7,68,1009.9
257,양산시,2013/03/07 21:00,10.7,76,1010.5
257,양산시,2013/03/07 22:00,9.7,78,1010.5
257,양산시,2013/03/07 23:00,8.3,81,1010.9
257,양산시,2013/03/08 0:00,7.7,82,1010.5
257,양산시,2013/03/08 1:00,7.2,83,1011
257,양산시,2013/03/08 2:00,6.7,83,1010.8
257,양산시,2013/03/08 3:00,5.8,84,1010.6
257,양산시,2013/03/08 4:00,5.7,84,1009.9
257,양산시,2013/03/08 5:00,4,84,1010
257,양산시,2013/03/08 6:00,3.5,85,1010
257,양산시,2013/03/08 7:00,3.5,85,1010.2
257,양산시,2013/03/08 8:00,4.8,85,1010.8
257,양산시,2013/03/08 9:00,6.8,84,1010.8
257,양산시,2013/03/08 10:00,10.1,70,1010.4
257,양산시,2013/03/08 11:00,14.2,41,1009.6
257,양산시,2013/03/08 12:00,16.2,35,1009
257,양산시,2013/03/08 13:00,17.7,35,1007.6
257,양산시,2013/03/08 14:00,18.2,35,1006.3
257,양산시,2013/03/08 15:00,18.8,34,1005.7
257,양산시,2013/03/08 16:00,18.5,36,1005.8
257,양산시,2013/03/08 17:00,18.1,39,1005.7
257,양산시,2013/03/08 18:00,17,42,1005.4
257,양산시,2013/03/08 19:00,16.5,42,1006.5
257,양산시,2013/03/08 20:00,14,50,1007.9
257,양산시,2013/03/08 21:00,11.4,59,1009.2
257,양산시,2013/03/08 22:00,11.2,62,1010.4
257,양산시,2013/03/08 23:00,9.8,67,1011.1
257,양산시,2013/03/09 0:00,8.6,72,1011.9
257,양산시,2013/03/09 1:00,6.9,72,1011.4
257,양산시,2013/03/09 2:00,7.1,73,1012
257,양산시,2013/03/09 3:00,6.4,78,1011.9
257,양산시,2013/03/09 4:00,5.5,78,1011.7
257,양산시,2013/03/09 5:00,5,80,1011.5
257,양산시,2013/03/09 6:00,4.3,80,1011.7
257,양산시,2013/03/09 7:00,4.3,81,1011.5
257,양산시,2013/03/09 8:00,6.3,76,1011.8
257,양산시,2013/03/09 9:00,10.3,56,1012.2
257,양산시,2013/03/09 10:00,14,43,1011.9
257,양산시,2013/03/09 11:00,18.1,30,1011.1
257,양산시,2013/03/09 12:00,18,36,1010.5
257,양산시,2013/03/09 13:00,19.3,32,1009.6
257,양산시,2013/03/09 14:00,17.8,55,1008.5
257,양산시,2013/03/09 15:00,18.3,56,1007.5
257,양산시,2013/03/09 16:00,19.6,46,1006.9
257,양산시,2013/03/09 17:00,18.4,55,1006.5
257,양산시,2013/03/09 18:00,16,68,1006
257,양산시,2013/03/09 19:00,14.1,74,1006.1
257,양산시,2013/03/09 20:00,15.7,67,1006.1
257,양산시,2013/03/09 21:00,15,67,1006.1
257,양산시,2013/03/09 22:00,16.3,57,1005.7
257,양산시,2013/03/09 23:00,15.6,60,1006.1
257,양산시,2013/03/10 0:00,16.1,57,1005.6
257,양산시,2013/03/10 1:00,15.8,58,1005.4
257,양산시,2013/03/10 2:00,15.4,57,1005.4
257,양산시,2013/03/10 3:00,15.5,55,1005.8
257,양산시,2013/03/10 4:00,13.7,61,1005.9
257,양산시,2013/03/10 5:00,13.7,60,1006.8
257,양산시,2013/03/10 6:00,14.2,56,1008.2
257,양산시,2013/03/10 7:00,15.1,39,1009.8
257,양산시,2013/03/10 8:00,15.4,19,1011.9
257,양산시,2013/03/10 9:00,14.3,26,1013.3
257,양산시,2013/03/10 10:00,12.8,36,1014.6
257,양산시,2013/03/10 11:00,13.5,36,1015.1
257,양산시,2013/03/10 12:00,15.4,27,1015.3
257,양산시,2013/03/10 13:00,16.2,20,1014.8
257,양산시,2013/03/10 14:00,17.1,16,1014.6
257,양산시,2013/03/10 15:00,17.1,13,1014.5
257,양산시,2013/03/10 16:00,16.1,33,1014.9
257,양산시,2013/03/10 17:00,14.2,40,1015.9
257,양산시,2013/03/10 18:00,12.4,48,1016.6
257,양산시,2013/03/10 19:00,10.3,56,1018
257,양산시,2013/03/10 20:00,9.1,60,1018.7
257,양산시,2013/03/10 21:00,8.2,64,1019.4
257,양산시,2013/03/10 22:00,7.6,67,1020.2
257,양산시,2013/03/10 23:00,7.1,68,1020.9
257,양산시,2013/03/11 0:00,6.7,69,1021.4
257,양산시,2013/03/11 1:00,6.1,69,1022
257,양산시,2013/03/11 2:00,5.7,50,1022.6
257,양산시,2013/03/11 3:00,4.9,50,1022.9
257,양산시,2013/03/11 4:00,3.9,59,1023.2
257,양산시,2013/03/11 5:00,3.6,51,1023.8
257,양산시,2013/03/11 6:00,3.3,51,1024
257,양산시,2013/03/11 7:00,2.8,50,1024.3
257,양산시,2013/03/11 8:00,4,49,1024.5
257,양산시,2013/03/11 9:00,7,45,1024.8
257,양산시,2013/03/11 10:00,9.8,46,1024.8
257,양산시,2013/03/11 11:00,10.6,45,1024.7
257,양산시,2013/03/11 12:00,12,39,1024.4
257,양산시,2013/03/11 13:00,12.1,41,1023.9
257,양산시,2013/03/11 14:00,12.2,41,1023
257,양산시,2013/03/11 15:00,12.6,39,1022.2
257,양산시,2013/03/11 16:00,12.6,40,1021.8
257,양산시,2013/03/11 17:00,12.2,41,1021.6
257,양산시,2013/03/11 18:00,11.2,45,1021.9
257,양산시,2013/03/11 19:00,9.1,51,1022.3
257,양산시,2013/03/11 20:00,7.9,55,1022.6
257,양산시,2013/03/11 21:00,6.7,60,1023.2
257,양산시,2013/03/11 22:00,6,63,1023.4
257,양산시,2013/03/11 23:00,5,67,1023.3
257,양산시,2013/03/12 0:00,4.2,70,1022.7
257,양산시,2013/03/12 1:00,3.5,73,1021.8
257,양산시,2013/03/12 2:00,3.8,74,1021.8
257,양산시,2013/03/12 3:00,3.5,75,1021.4
257,양산시,2013/03/12 4:00,2.8,76,1020.8
257,양산시,2013/03/12 5:00,2.4,78,1020.7
257,양산시,2013/03/12 6:00,2.6,79,1020.4
257,양산시,2013/03/12 7:00,2.5,79,1020.3
257,양산시,2013/03/12 8:00,3.7,77,1020.4
257,양산시,2013/03/12 9:00,6.3,69,1019.9
257,양산시,2013/03/12 10:00,9.7,59,1019.3
257,양산시,2013/03/12 11:00,12.1,49,1018.4
257,양산시,2013/03/12 12:00,13.5,42,1017.4
257,양산시,2013/03/12 13:00,14.8,39,1016.3
257,양산시,2013/03/12 14:00,15,43,1015
257,양산시,2013/03/12 15:00,15.5,38,1014
257,양산시,2013/03/12 16:00,14.5,46,1013.4
257,양산시,2013/03/12 17:00,13.5,56,1013
257,양산시,2013/03/12 18:00,13.6,53,1012.7
257,양산시,2013/03/12 19:00,13.7,52,1012.4
257,양산시,2013/03/12 20:00,14,63,1012
257,양산시,2013/03/12 21:00,14.1,68,1011.4
257,양산시,2013/03/12 22:00,13,77,1010.8
257,양산시,2013/03/12 23:00,13,80,1010.2
257,양산시,2013/03/13 0:00,14,84,1009.2
257,양산시,2013/03/13 1:00,14.3,85,1008
257,양산시,2013/03/13 2:00,14.4,85,1007
257,양산시,2013/03/13 3:00,14.7,85,1005.5
257,양산시,2013/03/13 4:00,15.3,83,1004.2
257,양산시,2013/03/13 5:00,14.9,84,1004.4
257,양산시,2013/03/13 6:00,16.3,84,1004.5
257,양산시,2013/03/13 7:00,15.9,82,1004
257,양산시,2013/03/13 8:00,15.3,80,1004.5
257,양산시,2013/03/13 9:00,14.9,82,1005
257,양산시,2013/03/13 10:00,15.2,79,1005.4
257,양산시,2013/03/13 11:00,14.5,80,1006.7
257,양산시,2013/03/13 12:00,9,80,1009
257,양산시,2013/03/13 13:00,8.1,82,1009.8
257,양산시,2013/03/13 14:00,7.8,81,1010
257,양산시,2013/03/13 15:00,7.3,78,1010.4
257,양산시,2013/03/13 16:00,7.4,75,1011.9
257,양산시,2013/03/13 17:00,7.2,74,1013.1
257,양산시,2013/03/13 18:00,7.1,73,1014.6
257,양산시,2013/03/13 19:00,7,73,1016.3
257,양산시,2013/03/13 20:00,6.6,74,1017.8
257,양산시,2013/03/13 21:00,5.9,73,1019.1
257,양산시,2013/03/13 22:00,5.7,70,1020.3
257,양산시,2013/03/13 23:00,5.5,66,1021.3
257,양산시,2013/03/14 0:00,5.1,65,1022.2
257,양산시,2013/03/14 1:00,4.7,67,1022.7
257,양산시,2013/03/14 2:00,4.3,69,1023.5
257,양산시,2013/03/14 3:00,4.3,65,1024.1
257,양산시,2013/03/14 4:00,4.1,65,1024.2
257,양산시,2013/03/14 5:00,3.9,67,1024.6
257,양산시,2013/03/14 6:00,3.6,68,1025.2
257,양산시,2013/03/14 7:00,3.5,67,1025.9
257,양산시,2013/03/14 8:00,3.8,65,1026.9
257,양산시,2013/03/14 9:00,5,58,1027.5
257,양산시,2013/03/14 10:00,6.6,52,1028
257,양산시,2013/03/14 11:00,7.3,47,1028
257,양산시,2013/03/14 12:00,8.5,45,1027.8
257,양산시,2013/03/14 13:00,9.6,38,1027.1
257,양산시,2013/03/14 14:00,8.4,44,1026.5
257,양산시,2013/03/14 15:00,9.2,43,1026.2
257,양산시,2013/03/14 16:00,8.6,47,1026.1
257,양산시,2013/03/14 17:00,8.1,47,1025.8
257,양산시,2013/03/14 18:00,7,50,1026.4
257,양산시,2013/03/14 19:00,5.8,53,1026.6
257,양산시,2013/03/14 20:00,5.3,55,1027.1
257,양산시,2013/03/14 21:00,4.3,60,1027.4
257,양산시,2013/03/14 22:00,3.3,64,1027.9
257,양산시,2013/03/14 23:00,3,67,1027.9
257,양산시,2013/03/15 0:00,2.1,70,1027.5
257,양산시,2013/03/15 1:00,1.5,72,1027
257,양산시,2013/03/15 2:00,1,76,1026.8
257,양산시,2013/03/15 3:00,1.1,77,1026.3
257,양산시,2013/03/15 4:00,0.9,78,1025.9
257,양산시,2013/03/15 5:00,1.1,80,1025.8
257,양산시,2013/03/15 6:00,1.7,77,1025.9
257,양산시,2013/03/15 7:00,1.4,79,1025.6
257,양산시,2013/03/15 8:00,2.4,79,1025.7
257,양산시,2013/03/15 9:00,5.2,71,1025.7
257,양산시,2013/03/15 10:00,8.3,63,1025.6
257,양산시,2013/03/15 11:00,10.2,53,1025
257,양산시,2013/03/15 12:00,11.7,44,1024.2
257,양산시,2013/03/15 13:00,13.3,42,1023.2
257,양산시,2013/03/15 14:00,13.4,42,1022
257,양산시,2013/03/15 15:00,13.5,39,1021.3
257,양산시,2013/03/15 16:00,13.9,40,1021.1
257,양산시,2013/03/15 17:00,13.4,41,1020.6
257,양산시,2013/03/15 18:00,12.1,49,1020.9
257,양산시,2013/03/15 19:00,10.8,56,1021.4
257,양산시,2013/03/15 20:00,10.1,54,1021.8
257,양산시,2013/03/15 21:00,8.6,61,1021.6
257,양산시,2013/03/15 22:00,7.6,65,1021.9
257,양산시,2013/03/15 23:00,6.9,67,1022
257,양산시,2013/03/16 0:00,6.4,70,1021.9
257,양산시,2013/03/16 1:00,5.9,71,1022
257,양산시,2013/03/16 2:00,6.1,71,1021.9
257,양산시,2013/03/16 3:00,5.8,72,1021.7
257,양산시,2013/03/16 4:00,4.9,75,1021.5
257,양산시,2013/03/16 5:00,5.4,72,1021.5
257,양산시,2013/03/16 6:00,4.5,76,1021.5
257,양산시,2013/03/16 7:00,4.3,78,1021.9
257,양산시,2013/03/16 8:00,5.3,77,1022.5
257,양산시,2013/03/16 9:00,9.1,59,1023.1
257,양산시,2013/03/16 10:00,11.9,40,1023.2
257,양산시,2013/03/16 11:00,13.8,29,1022.8
257,양산시,2013/03/16 12:00,16.1,23,1022
257,양산시,2013/03/16 13:00,17.8,15,1021.2
257,양산시,2013/03/16 14:00,18.8,15,1020.3
257,양산시,2013/03/16 15:00,19,15,1019.9
257,양산시,2013/03/16 16:00,17.4,25,1020.2
257,양산시,2013/03/16 17:00,15.4,28,1020.3
257,양산시,2013/03/16 18:00,14.6,32,1020.6
257,양산시,2013/03/16 19:00,12.5,40,1021
257,양산시,2013/03/16 20:00,10.5,38,1021.1
257,양산시,2013/03/16 21:00,9,47,1021.5
257,양산시,2013/03/16 22:00,7.4,51,1021.7
257,양산시,2013/03/16 23:00,7.1,55,1021.8
257,양산시,2013/03/17 0:00,6,56,1021.7
257,양산시,2013/03/17 1:00,5,60,1021.5
257,양산시,2013/03/17 2:00,4.7,60,1021.2
257,양산시,2013/03/17 3:00,3.9,65,1020.9
257,양산시,2013/03/17 4:00,4.2,66,1020.1
257,양산시,2013/03/17 5:00,3.5,68,1020.2
257,양산시,2013/03/17 6:00,2.9,72,1020.5
257,양산시,2013/03/17 7:00,2.9,73,1020.2
257,양산시,2013/03/17 8:00,5,71,1019.8
257,양산시,2013/03/17 9:00,7,62,1019.4
257,양산시,2013/03/17 10:00,10.5,46,1018.6
257,양산시,2013/03/17 11:00,14.1,28,1017.5
257,양산시,2013/03/17 12:00,16.3,28,1016.7
257,양산시,2013/03/17 13:00,16.8,26,1014.8
257,양산시,2013/03/17 14:00,13.8,56,1014.1
257,양산시,2013/03/17 15:00,14,59,1013.3
257,양산시,2013/03/17 16:00,14.5,51,1012.2
257,양산시,2013/03/17 17:00,14.6,53,1011.5
257,양산시,2013/03/17 18:00,13.2,62,1010.8
257,양산시,2013/03/17 19:00,12.9,67,1010.3
257,양산시,2013/03/17 20:00,11.5,77,1009.9
257,양산시,2013/03/17 21:00,10.9,82,1008.6
257,양산시,2013/03/17 22:00,10.7,83,1006.9
257,양산시,2013/03/17 23:00,11,84,1005.5
257,양산시,2013/03/18 0:00,11.1,84,1004.1
257,양산시,2013/03/18 1:00,12.8,85,1002.4
257,양산시,2013/03/18 2:00,15,85,1000.4
257,양산시,2013/03/18 3:00,15.5,84,999.1
257,양산시,2013/03/18 4:00,15.6,84,997.7
257,양산시,2013/03/18 5:00,15.5,83,997.3
257,양산시,2013/03/18 6:00,14.1,81,998.2
257,양산시,2013/03/18 7:00,14.1,78,999
257,양산시,2013/03/18 8:00,13.5,79,999.9
257,양산시,2013/03/18 9:00,13.1,80,1001.6
257,양산시,2013/03/18 10:00,13.8,78,1002.3
257,양산시,2013/03/18 11:00,15.9,65,1002.2
